add,lbl,lega_id,wholeName
EU,EU,4872,Batalhão de Reconhecimento e Sabotagem Riyadus-Salikhin
EU,EU,4873,Grupo de Sabotagem e de Vigilância Militar dos Mártires Riyadh al-Salihin
EU,EU,4874,Batalhão de Reconhecimento e Sabotagem dos Shahids (Mártires) Riyadu-Salikhin
EU,EU,2170,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs
EU,EU,4844,RSRSBCM
EU,EU,2172,Riyadh-as-Saliheen
EU,EU,2173,The Sabotage and Military Surveillance Group of the Riyadh al-Salihin Martyrs
EU,EU,2174,Firqat al-Takhrib wa al-Istitla al-Askariyah li Shuhada Riyadh al-Salihin
EU,EU,4843,Riyadu-Salikhin Reconnaissance and Sabotage battalion of Shahids (Martyrs)
EU,EU,2171,Riyadus-Salikhin Reconnaissance and Sabotage Battalion
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2190,Mehrez Ben Mahmoud Ben Sassi Al-Amdouni
EU,EU,12579,Amdouni Mehrez ben Tah
EU,EU,12578,Meherez Hamdouni
EU,EU,2193,Abu Thale
EU,EU,2192,Mohamed Hassan
EU,EU,2191,Fabio Fusco
EU,EU,12580,Meherez ben Ahdoud ben Amdouni
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2198,Lionel Dumont
EU,EU,2199,Bilal
EU,EU,5793,Dimon
EU,EU,5792,Brugere
EU,EU,2200,Abu Hamza
EU,EU,2201,Jacques Brougere
EU,EU,3607,Di Karlo Antonio
EU,EU,3608,Merlin Oliver Christian Rene
EU,EU,3609,Arfauni Imad Ben Yousset Hamza
EU,EU,3610,Imam Ben Yussuf Arfaj
EU,EU,5785,Abou Hamza
EU,EU,5786,Arfauni Imad
EU,EU,5787,Hamza
EU,EU,5788,Koumkal
EU,EU,5789,Kumkal
EU,EU,5790,Merlin
EU,EU,5791,Tinet
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2204,Abdelrahmman
EU,EU,2205,Bechir
EU,EU,2202,Moussa Ben Omar Ben Ali Essaadi
EU,EU,2203,Dah Dah
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2214,Omar
EU,EU,2217,Abdel Aziz Ben Narvan
EU,EU,2216,Amr
EU,EU,2215,Amrou
EU,EU,2213,Amro
EU,EU,2210,Khalil Ben Ahmed Ben Mohamed Jarraya
EU,EU,2211,Khalil Yarraya
EU,EU,2212,Ben Narvan Abdel Aziz
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2274,Agus Dwikarna
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2285,Kipli Sali
EU,EU,2286,Julkipli Salim
EU,EU,2284,Salim Y Salamuddin JULKIPLI
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2294,Aris Munandar
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2300,Saeed Ahmed
EU,EU,12596,Abdul Hakim al Hashim Murad
EU,EU,12595,Abdul Hakim Ali al-Hashem Murad
EU,EU,2299,Saeed Akman
EU,EU,2295,Abdul Hakim MURAD
EU,EU,2296,Abdul Hakim Hasim Murad
EU,EU,2297,Abdul Hakim Ali Hashim Murad
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2313,Saleh Parlindungan Siregar
EU,EU,2310,Parlindungan SIREGAR
EU,EU,2312,Parlin Siregar
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2315,Joe
EU,EU,2316,Abu Zufar
EU,EU,2314,Yazid Sufaat
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2325,Abu Muamar
EU,EU,18469,Yassin Sywal
EU,EU,18470,Mubarok
EU,EU,2318,Salim Yasin
EU,EU,2323,Abu Seta
EU,EU,2317,Yassin Syawal
EU,EU,2324,Mahmud
EU,EU,2319,Yasin Mahmud Mochtar
EU,EU,2320,Abdul Hadi Yasin
EU,EU,2321,Muhamad Mubarok
EU,EU,2322,Muhammad Syawal
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2332,Saifullah Mukhlis Yunos
EU,EU,7480,Yunos Umpara Moklis
EU,EU,7360,Hadji Onos
EU,EU,2330,Mukhlis Yunos
EU,EU,2331,Muklis Yunos
EU,EU,7359,Saifulla Moklis Yunos
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2373,Djamal Mostafa
EU,EU,2372,Damel Mostafa
EU,EU,2375,Fjamel Moustfa
EU,EU,2376,Djamel Mustafa
EU,EU,2377,Mustafa
EU,EU,2379,Djamel Mostefa
EU,EU,2374,Djamel Mostafa
EU,EU,2371,Belkasam Kalad
EU,EU,2370,Bekasam Kalad
EU,EU,2369,Balkasam Kalad
EU,EU,2368,Mustafa Djamel
EU,EU,2367,Mostefa Djamel
EU,EU,2366,Mostafa Djamel
EU,EU,2365,Kalad Belkasam
EU,EU,2364,Ali Barkani
EU,EU,2363,Djamel Moustfa
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2392,Dawood Ibrahim Kaskar
EU,EU,2393,Dawood  Ebrahim
EU,EU,109378,Dawood Bhai
EU,EU,109377,Sheikh Farooqi
EU,EU,109376,Bada Seth
EU,EU,109375,Bada Bhai
EU,EU,109374,Iqbal Bhai
EU,EU,109373,Mucchad
EU,EU,109372,Haji Sahab
EU,EU,5812,Shaikh Ismail Abdul
EU,EU,5811,Ibrahim Shaikh Mohd Anis
EU,EU,5810,Dowood Hassan Shaikh Ibrahim
EU,EU,5809,Shaikh Mohd Ismail Abdul Rehman
EU,EU,5808,Kaskar Dawood Hasan
EU,EU,5807,Dawood Sabri
EU,EU,5806,Dawood Ibrahim Memon
EU,EU,5805,Dawood Hasan Ibrahim Kaskar
EU,EU,5804,Daud Ibrahim Memon Kaskar
EU,EU,5803,Daud Hasan Shaikh Ibrahim Kaskar
EU,EU,5802,Aziz Dilip
EU,EU,2394,Sheikh Dawood Hassan
EU,EU,4864,Hizrat
EU,EU,5800,Abdul Hamid Abdul Aziz
EU,EU,5801,Anis Ibrahim
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,5760,Khaled Abou El Abass
EU,EU,5766,Belaour
EU,EU,102306,Mokhtar BELMOKHTAR
EU,EU,5756,Abou Abbes Khaled
EU,EU,5757,Belaouar Khaled Abou El Abass
EU,EU,5758,Belaouer Khaled Abou El Abass
EU,EU,5759,Khaled Abou El Abes Belmokhtar
EU,EU,5761,Khaled Abou El Abbes
EU,EU,5762,Khaled Abou El Abes
EU,EU,5763,Khaled Abulabbas Na Oor
EU,EU,5764,Mukhtar Belmukhtar
EU,EU,5765,Belaoua
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2418,Djallal
EU,EU,12604,Cherif Said
EU,EU,12605,Said Tmimi
EU,EU,2419,Youcef
EU,EU,2420,Abou Salman
EU,EU,2417,Said Ben Abdelhakim Ben Omar Al-Cherif
EU,EU,12597,Said Cherif
EU,EU,12598,Binhamoda Hokri
EU,EU,12599,Hcrif Ataf
EU,EU,12600,Bin Homoda Chokri
EU,EU,12601,Atef Cherif
EU,EU,12602,Sherif Ataf
EU,EU,12603,Ataf Cherif Said
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,12706,Imed Ben Mekki Zarkaoui
EU,EU,12710,Daour Nadre
EU,EU,2427,Imad Ben Al-Mekki Ben Al-Akhdar Al-Zarkaoui
EU,EU,2428,Zarga
EU,EU,2429,Nadra
EU,EU,12709,Dour Nadre
EU,EU,12707,Imed Ben Mekki Zarkaoui
EU,EU,12712,Imad ben al-Mekki ben al-Akhdar al-Zarkaoui
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,12718,Hamraoui Kamel
EU,EU,12717,Hamroui Kamel ben Mouldi
EU,EU,2432,Kimo
EU,EU,2430,Kamal Ben Maoeldi Ben Hassan Al-Hamraoui
EU,EU,2431,Kamel
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2433,Maxamed Cabdullaah Ciise
EU,EU,7340,Maxamed Cabdullaahi Ciise
EU,EU,7341,Maxammed Cabdulllaahi
EU,EU,7342,Cabdullah Mayamed Ciise
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2434,Radi Abd El Samie Abou El Yazid El Ayashi
EU,EU,12719,Mera’i
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2437,Gamel Mohamed
EU,EU,12721,Abd el Wanis Abd Gawwad Abd el Latif Bahaa
EU,EU,12722,Mahmoud Hamid
EU,EU,2436,Hamadi Ben Abdul Azis Ben Ali Bouyehia
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2438,Mohammad Tahir Hammid Hussein
EU,EU,2439,Abdelhamid Al Kurdi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2443,Mohamed Amin Mostafa
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2447,Noureddine Ben Ali Ben Belkassem Al-Drissi
EU,EU,12552,Faycal
EU,EU,12550,Noureddine Drissi
EU,EU,12551,Abou Ali
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2449,Salmane
EU,EU,2450,Lazhar
EU,EU,2448,Al-Azhar Ben Khalifa Ben Ahmed Rouine
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,12557,Salam Kamel
EU,EU,12556,Sassi Adel
EU,EU,12559,Arouri Faisel
EU,EU,12560,Bentaib Amour
EU,EU,12561,Adnan Salah
EU,EU,12562,Hasnaoui Mellit
EU,EU,12563,Arouri Taoufik ben Taieb
EU,EU,12564,Abouechiba Brahim
EU,EU,12565,Maci Ssassi
EU,EU,12566,Salah ben Anan
EU,EU,12567,Hasnaui Mellit
EU,EU,12724,Farid Arouri
EU,EU,12725,Ben Magid
EU,EU,12558,Salah Adnan
EU,EU,12555,Ben Salah Adnan
EU,EU,12554,Arouri Taoufik
EU,EU,12553,Aboue Chiba Brahim
EU,EU,2451,Mourad Ben Ali Ben Al-Basheer Al-Trabelsi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2465,El Ourassi
EU,EU,2468,Abdalarak
EU,EU,2467,Abdul Rasak Ammane Abu Haidra
EU,EU,2466,Abderrezak Zaimeche
EU,EU,2464,Abou Haidara
EU,EU,2463,Abderrezak Le Para
EU,EU,2461,Saifi Ammari
EU,EU,2462,El Para
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2471,Sulaiman Jassem Sulaiman Ali Abo Ghaith
EU,EU,2505,Abo Gaith
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2472,Djamel Lounici
EU,EU,7473,Jamal Lounici
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2473,Abd-al-Majid Aziz Al-Zindani
EU,EU,2474,Abdelmajid Al-Zindani
EU,EU,2475,Abd Al-Majid Al-Zindani
EU,EU,4853,Abd Al-Meguid Al-Zandani
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2508,Al-Haramain Foundation (Ινδονησία)
EU,EU,2476,Al-Haramain Foundation (Indonesia)
EU,EU,2477,Yayasan Al-Manahil-Indonesia
EU,EU,2506,Fundación Al-Haramain (Indonesia)
EU,EU,2509,Al-Haramain Foundation (Indonésie)
EU,EU,2510,Al-Haramain Foundation (Indonesië)
EU,EU,2511,Al-Haramain Foundation (Indonésia)
EU,EU,2507,Al-Haramain Foundation (Indonesien)
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2478,Al-Haramain Foundation (Pakistan)
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2479,Al-Haramayn Foundation (Kenya)
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2480,Al-Haramayn Foundation (Tanzania)
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2553,National Liberation Army
EU,EU,7190,Exército de Libertação Nacional
EU,EU,2555,Den Nationale Befrielseshær
EU,EU,2556,Nationale Befreiungsarmee
EU,EU,2557,Armée de libération nationale
EU,EU,2558,Esercito di Liberazione Nazionale
EU,EU,2559,Nationaal Bevrijdingsleger
EU,EU,2560,Exército de Libertaçao Nacional
EU,EU,2561,Kansallinen vapautusarmeija
EU,EU,2562,Nationella befrielsearmén
EU,EU,2563,Εθνικός Απελευθερωτικός Στρατός
EU,EU,3783,Národně osvobozenecká armáda
EU,EU,3784,Rahvuslik Vabastusarmee
EU,EU,3785,Nemzeti Felszabadítási Hadsereg
EU,EU,3786,Nacionālā atbrīvošanās armija
EU,EU,3787,Nacionalinė išlaisvinimo armija
EU,EU,3788,Narodowa Armia Wyzwolenia
EU,EU,3789,Národná oslobodzovacia armáda
EU,EU,3790,Nacionalna osvobodilna vojska
EU,EU,5683,Национална армия за освобождение
EU,EU,5684,Armata de Eliberare Națională
EU,EU,6734,L-Armata għal-Liberazzjoni Nazzjonali
EU,EU,2554,Ejército de Liberación Nacional
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2771,Sajida Khayrallah Tilfah
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2772,Raghad Saddam Hussein Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2773,Rana Saddam Hussein Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2774,Hala Saddam Hussein Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2776,Chadian
EU,EU,2775,Samira Shahbandar
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2777,Ali Saddam Hussein Al-Tikriti
EU,EU,2778,Hassan
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2779,Mohammad Barzan Ibrahim Hasan Al-Tikriti
EU,EU,2789,Mohammad Barzan Ibrahim Hasan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2780,Saja Barzan Ibrahim Hasan Al-Tikriti
EU,EU,2790,Saja Barzan Ibrahim Hasan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2781,Ali Barzan Ibrahim Hasan Al-Tikriti
EU,EU,2791,Ali Barzan Ibrahim Hasan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2782,Noor Barzan Ibrahim Hasan Al-Tikriti
EU,EU,2792,Noor Barzan Ibrahim Hasan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2783,Khawla Barzan Ibrahim Hasan Al-Tikriti
EU,EU,2793,Khawla Barzan Ibrahim Hasan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2784,Thoraya Barzan Ibrahim Hasan Al-Tikriti
EU,EU,2794,Thoraya Barzan Ibrahim Hasan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2785,Jawhar Majid Al-Duri
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2786,Sundus Abd Al-Ghafur
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2787,Nidal Al-Rabi'i
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2788,Intissar Al-Ubaydi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2809,Fodhil
EU,EU,6350,Abou Abdeljalil
EU,EU,2808,Adel
EU,EU,2807,Bilal
EU,EU,2806,Kamel Djermane
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2828,Al-Arabi Trading Company
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,3281,Al-Haramain (Albanian branch)
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2831,"Al-Bashir Trading Company, Ltd"
EU,EU,2832,"Al-Basha'ir Trading Company, Ltd"
EU,EU,2833,"Al-Bashaair Trading Company, Ltd"
EU,EU,2829,"Al-Bashair Trading Company, Ltd"
EU,EU,2830,"Al-Bashaer Trading Company, Ltd"
EU,EU,2834,"Al-Bushair Trading Company, Ltd"
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2841,Al Wasel and Babel General Trading LLC
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2845,ARAB WOOD MANUFACTURING COMPANY
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2846,ATH THAWRA HOUSE FOR PRESS AND PUBLISHING
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2848,Aviatrans Anstalt
EU,EU,2849,Aviatrans Establishment
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2850,BABYLON PROJECT
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,3177,BAGDAD MUNICIPALITY
EU,EU,3176,BAGDAD MUNICIPALITY
EU,EU,2851,BAGHDAD MUNICIPALITY
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2852,BAGHDAD STOCK EXCHANGE
EU,EU,3179,BAGDAD STOCK EXCHANGE
EU,EU,3178,BAGDAD STOCK EXCHANGE
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2853,CENTRAL PETROLEUM ENTERPRISE
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,3180,"CHEMICAL, PETROCHEMICAL, MECHANICAL AND METALURGICAL TRAINING CENTRE"
EU,EU,2854,"CHEMICAL, PETROCHEMICAL, MECHANICAL AND METALURICAL TRAINING CENTRE"
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2856,DIRECTORATE GENERAL OF CONTRACTS AND PURCHASING
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,3282,Al-Haramain (Bangladesh branch)
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2862,DIRECTORATE GENERAL OF MINOR PROJECTS AND RURAL ELECTRIFICATION
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2863,DIRECTORATE OF TRAINING CENTRE FOR IRON AND STEEL
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2868,FACTORY OF MANUFACTURING SPARE PARTS FOR AGRICULTURAL MACHINERY
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2873,GENERAL ESTABLISHMENT FOR BAKERIES AND OVENS
EU,EU,2874,GENERAL ESTABLISHMENT OF BAKERIES AND OVENS
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2876,GENERAL ESTABLISHMENT FOR FLOUR MILLS
EU,EU,2877,STATE ENTERPRISE OF FLOUR MILLS
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2890,GENERAL ORGANIZATION FOR AGRICULTURAL PRODUCE TRADING
EU,EU,3165,GENERAL ORGANISATION FOR AGRICULTURAL PRODUCE TRADING
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2891,IDLEB COMPANY FOR SPINNING
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,2912,IRAQI STATE ENTERPRISE FOR FOODSTUFFS TRADING
EU,EU,3201,Iraki STATE ENTERPRISE FOR FOODSTUFFS TRADING
EU,EU,3200,Iraquiano STATE ENTERPRISE FOR FOODSTUFFS TRADING
EU,NonEU,XXX,name
